,customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,closeddate,referredby,firstduedate,firstrepaiddate,diff_approv_closed_date,Good_bad_flag,num_prest
10119,8a858eac5ad81473015ada3690354aac,301851570,8,2017-04-01 04:13:45,2017-04-01 03:13:38,20000.0,21900.0,15,2017-04-06 07:26:15,,2017-04-17 00:00:00,2017-04-06 07:11:06,5,Good,13
10120,8a858eac5ad81473015ada3690354aac,301847971,7,2017-03-28 04:58:23,2017-03-28 03:58:17,20000.0,21900.0,15,2017-03-31 22:17:21,,2017-04-12 00:00:00,2017-03-31 22:02:13,3,Good,13
10121,8a858eac5ad81473015ada3690354aac,301863753,12,2017-04-11 02:20:15,2017-04-11 01:20:07,30000.0,34400.0,30,2017-04-18 10:18:23,,2017-05-11 00:00:00,2017-04-18 10:03:14,7,Good,13
10122,8a858ec6560bc09801561cbec2c77a45,301914645,1,2017-05-21 09:12:42,2017-05-21 08:11:33,10000.0,13000.0,30,2017-06-19 20:25:08,,2017-06-20 00:00:00,2017-06-19 20:14:59,29,Good,2
10123,8a858ed457a040d30157b40881a25091,301792716,3,2017-01-13 12:23:39,2017-01-13 11:23:18,10000.0,13000.0,30,2017-02-03 17:45:46,,2017-02-13 00:00:00,2017-02-03 17:30:36,21,Good,7
10124,8a858ed457a040d30157b40881a25091,301830243,5,2017-03-02 20:45:22,2017-03-02 19:45:16,20000.0,23800.0,30,2017-03-31 12:08:32,,2017-04-03 00:00:00,2017-03-31 11:53:23,28,Good,7
10125,8a858ed65ac86155015ac97905df519a,301905773,3,2017-05-14 02:05:46,2017-05-14 01:05:40,10000.0,11500.0,15,2017-05-30 05:46:03,,2017-05-30 00:00:00,2017-05-30 05:01:57,16,Bad,5
10126,8a858edf5800e03101580744172052fc,301950534,1,2017-06-24 15:00:07,2017-06-24 13:58:59,10000.0,11500.0,15,2017-07-13 21:25:47,,2017-07-12 00:00:00,2017-07-13 21:15:38,19,Bad,1
10127,8a858eed5a42df95015a467239f13ec5,301945975,5,2017-06-21 07:59:53,2017-06-21 06:59:47,20000.0,24500.0,30,2017-07-13 09:38:31,,2017-07-24 00:00:00,2017-07-13 09:28:22,22,Good,5
10128,8a858f035ac15096015ac26a787c0fc6,301869961,3,2017-04-16 09:52:44,2017-04-16 08:52:37,10000.0,13000.0,30,2017-05-11 15:49:59,,2017-05-16 00:00:00,2017-05-11 15:34:50,25,Good,6
10129,8a858f035ac15096015ac26a787c0fc6,301918986,5,2017-05-26 16:01:03,2017-05-26 15:00:56,20000.0,24500.0,30,2017-06-23 14:57:01,,2017-06-26 00:00:00,2017-06-23 14:46:52,27,Good,6
10130,8a858f0656b7820c0156bc540dc05869,301783524,6,2016-12-29 11:47:24,2016-12-29 10:47:13,30000.0,34400.0,30,2017-02-13 14:49:25,,2017-01-30 00:00:00,2017-02-13 14:34:15,46,Bad,9
10131,8a858f0656b7820c0156bc540dc05869,301771245,5,2016-12-09 01:16:42,2016-12-09 00:16:31,25000.0,29000.0,30,2016-12-29 11:44:25,,2017-01-09 00:00:00,2016-12-29 11:29:14,20,Good,9
10132,8a858f1358b9f0740158d3834f5e7450,301922878,8,2017-05-31 13:09:59,2017-05-31 12:09:53,30000.0,34500.0,30,2017-06-28 17:43:02,,2017-06-30 00:00:00,2017-06-28 17:32:53,28,Good,8
10133,8a858f1358b9f0740158d3834f5e7450,301778181,1,2016-12-21 15:47:25,2016-12-21 14:47:14,10000.0,11500.0,15,2017-01-05 01:00:39,,2017-01-05 00:00:00,2017-01-05 00:24:39,14,Good,8
10134,8a858f1a5ccb60ae015ccf36f02c59b5,301947551,1,2017-06-22 11:10:09,2017-06-22 10:08:58,10000.0,11500.0,15,2017-07-04 18:06:34,,2017-07-07 00:00:00,2017-07-04 17:56:25,12,Good,1
10135,8a858f2e5876d7d001588219d5a57ae9,301762051,1,2016-11-20 15:32:06,2016-11-20 14:31:53,10000.0,13000.0,30,2016-12-14 08:22:06,,2016-12-20 00:00:00,2016-12-14 08:06:55,23,Good,2
10136,8a858f415686c0ab01568f15d70b1d85,301745252,4,2016-10-17 08:30:45,2016-10-17 07:30:38,20000.0,22250.0,15,2016-10-27 17:53:20,,2016-11-01 00:00:00,2016-10-27 17:38:10,10,Good,11
10137,8a858f415686c0ab01568f15d70b1d85,301899418,9,2017-05-10 14:24:59,2017-05-10 13:24:20,20000.0,21500.0,15,2017-05-16 04:57:10,,2017-05-25 00:00:00,2017-05-16 04:42:01,5,Good,11
10138,8a858f415686c0ab01568f15d70b1d85,301759951,6,2016-11-16 08:59:37,2016-11-16 07:59:17,20000.0,21800.0,15,2016-11-29 09:30:16,,2016-12-01 00:00:00,2016-11-29 09:15:06,13,Good,11
10139,8a858f5154ccbef70154ce770e987173,301816269,10,2017-02-13 17:26:07,2017-02-13 16:25:55,40000.0,47600.0,60,2017-03-09 14:16:27,,2017-03-15 00:00:00,2017-03-09 14:00:37,23,Good,13
10140,8a858efd5b39cf3d015b39dc39b20bc7,301859212,1,2017-04-07 13:27:39,2017-04-07 12:27:26,10000.0,11500.0,15,2017-04-24 01:35:41,,2017-04-24 00:00:00,2017-04-24 00:32:17,16,Bad,3
10141,8a858f13556665aa01556d98b4ca0d1d,301782144,3,2016-12-27 13:25:53,2016-12-27 12:25:37,20000.0,23800.0,30,2017-01-30 14:40:51,,2017-01-26 00:00:00,2017-01-30 14:25:42,34,Bad,5
10142,8a858f13556665aa01556d98b4ca0d1d,301635302,1,2016-06-20 14:00:39,2016-06-20 13:00:29,10000.0,11500.0,15,2016-07-04 11:57:33,,2016-07-05 00:00:00,2016-07-04 11:42:29,13,Good,5
10143,8a858f1e5baffcc9015bb02b505f180d,301924283,3,2017-06-01 19:33:23,2017-06-01 18:33:16,10000.0,11500.0,15,2017-06-14 06:39:15,,2017-06-16 00:00:00,2017-06-14 06:29:05,12,Good,4
10144,8a858f2c58dc6e680158df6c91293adc,301935864,5,2017-06-12 12:11:56,2017-06-12 11:11:50,10000.0,13000.0,30,2017-07-13 10:55:36,,2017-07-12 00:00:00,2017-07-13 10:45:26,30,Good,5
10145,8a858f2f54e28d530155102a418b6307,301939479,7,2017-06-15 10:11:20,2017-06-15 09:11:13,20000.0,22250.0,15,2017-06-26 18:23:25,,2017-06-30 00:00:00,2017-06-26 18:13:16,11,Good,8
10146,8a858f2f54e28d530155102a418b6307,301921688,6,2017-05-30 10:10:51,2017-05-30 09:10:42,20000.0,22250.0,15,2017-06-14 14:53:48,,2017-06-14 00:00:00,2017-06-14 14:43:40,15,Good,8
10147,8a858f34588713c201588c59c04b04cd,301906786,7,2017-05-14 22:18:43,2017-05-14 21:18:36,20000.0,24500.0,30,2017-06-22 20:10:30,,2017-06-13 00:00:00,2017-06-22 20:00:22,38,Bad,8
10148,8a858f34588713c201588c59c04b04cd,301805725,3,2017-01-29 18:32:10,2017-01-29 17:32:04,10000.0,11500.0,15,2017-02-16 20:02:28,,2017-02-13 00:00:00,2017-02-16 19:47:18,18,Bad,8
10149,8a858f455c59c478015c5a0915f22764,301922239,1,2017-05-30 18:36:44,2017-05-30 17:36:33,10000.0,13000.0,30,2017-07-05 15:43:32,,2017-06-30 00:00:00,2017-07-05 15:33:23,35,Bad,1
10150,8a858f54589736f401589bd68e546ad3,301821507,4,2017-02-19 07:33:03,2017-02-19 06:32:57,20000.0,23800.0,30,2017-03-19 08:12:10,,2017-03-21 00:00:00,2017-03-19 07:56:59,28,Good,9
10151,8a858f54589736f401589bd68e546ad3,301797757,3,2017-01-20 17:06:05,2017-01-20 16:05:59,10000.0,13000.0,30,2017-02-18 14:13:29,,2017-02-20 00:00:00,2017-02-18 13:58:19,28,Good,9
10152,8a858f6057e2dba50157ec38a3a84798,301771663,2,2016-12-10 10:03:35,2016-12-09 21:14:45,10000.0,11500.0,15,2016-12-25 05:14:43,,2016-12-27 00:00:00,2016-12-25 04:59:32,14,Good,6
10153,8a858f6057e2dba50157ec38a3a84798,301942670,6,2017-06-18 12:10:42,2017-06-18 11:10:29,10000.0,11500.0,15,2017-07-03 19:22:24,,2017-07-03 00:00:00,2017-07-03 19:12:16,15,Good,6
10154,8a858f885aeb097f015aeb212d47162a,301943475,4,2017-06-19 11:35:11,2017-06-19 10:34:04,10000.0,11125.0,15,2017-07-04 07:47:25,,2017-07-04 00:00:00,2017-07-04 07:37:16,14,Good,4
10155,8a858f97594ab63d01597114ba347a39,301872544,2,2017-04-18 18:41:28,2017-04-18 17:41:15,10000.0,11500.0,15,2017-04-28 14:08:08,,2017-05-03 00:00:00,2017-04-28 13:52:59,9,Good,2
10156,8a858fa25cfa127c015cfc1e527253b5,301958522,1,2017-07-01 04:38:58,2017-07-01 03:37:50,10000.0,13000.0,30,2017-07-28 15:23:00,,2017-07-31 00:00:00,2017-07-28 15:12:51,27,Good,1
10157,8a858faa56dffac60156f53870fd0c9e,301716758,2,2016-09-15 20:50:03,2016-09-15 19:49:56,10000.0,11500.0,15,2016-09-30 09:59:19,,2016-09-30 00:00:00,2016-09-30 09:43:57,14,Good,9
10158,8a858faa56dffac60156f53870fd0c9e,301844258,8,2017-03-22 16:36:21,2017-03-22 15:36:15,30000.0,36200.0,60,2017-05-19 18:43:16,,2017-04-21 00:00:00,2017-04-18 10:21:10,58,Good,9
10159,8a858faf56b7821c0156b82b996d2f03,301808012,6,2017-02-01 18:14:45,2017-02-01 17:14:38,20000.0,23600.0,30,2017-03-02 07:00:23,,2017-03-03 00:00:00,2017-03-02 06:45:13,28,Good,10
10160,8a858faf56b7821c0156b82b996d2f03,301692119,1,2016-08-23 17:13:41,2016-08-23 16:13:31,10000.0,13000.0,30,2016-09-20 00:05:24,,2016-09-22 00:00:00,2016-09-19 17:23:20,27,Good,10
10161,8a858fb65b2020b2015b239674777bad,301924107,3,2017-06-01 16:08:17,2017-06-01 15:08:11,10000.0,13000.0,30,2017-06-28 11:49:47,,2017-07-03 00:00:00,2017-06-28 11:39:38,26,Good,4
10162,8a858fc15b68ba6a015b70342bb3348f,301938138,2,2017-06-14 09:02:07,2017-06-14 08:02:01,10000.0,13000.0,30,2017-07-13 23:18:19,,2017-07-14 00:00:00,2017-07-13 23:08:11,29,Good,2
10163,8a858fc55b2548dd015b286e452c678c,301851660,1,2017-04-01 09:23:39,2017-04-01 08:23:27,10000.0,13000.0,30,2017-04-28 13:32:14,,2017-05-02 00:00:00,2017-04-28 13:17:05,27,Good,3
10164,8a858fd858d5076d0158d57c62eb1635,301905613,3,2017-05-13 21:57:16,2017-05-13 20:57:09,10000.0,11500.0,15,2017-05-24 21:17:42,,2017-05-30 00:00:00,2017-05-24 21:02:33,10,Good,5
10165,8a858fd858d5076d0158d57c62eb1635,301920565,4,2017-05-28 21:24:45,2017-05-28 20:24:38,20000.0,24500.0,30,2017-06-26 16:52:27,,2017-06-28 00:00:00,2017-06-26 16:42:17,28,Good,5
10166,8a858ff25a6a19ee015a6ac2e28c67a5,301922486,5,2017-05-31 03:11:02,2017-05-31 02:10:46,10000.0,13000.0,30,2017-07-10 12:23:49,,2017-06-30 00:00:00,2017-07-10 12:13:41,40,Bad,5
10167,8a858ff25a6a19ee015a6ac2e28c67a5,301824840,1,2017-02-23 12:48:05,2017-02-23 11:47:46,10000.0,11500.0,15,2017-03-02 11:19:34,,2017-03-10 00:00:00,2017-03-02 11:04:22,6,Good,5
10168,8a858e3654e2a8240155118fdd72053b,301627813,1,2016-06-03 19:00:43,2016-06-03 18:00:35,6000.0,6900.0,15,2016-06-17 00:05:00,,2016-06-20 00:00:00,2016-06-16 19:11:50,13,Good,4
10169,8a858e705b3a03c7015b3a431c9c1e1c,301945113,4,2017-06-20 15:52:16,2017-06-20 14:52:10,20000.0,22250.0,15,2017-06-30 12:33:29,,2017-07-05 00:00:00,2017-06-30 12:23:19,9,Good,5
10170,8a858f09583f9d20015840275cdc22b4,301925966,8,2017-06-03 11:56:26,2017-06-03 10:56:11,20000.0,24500.0,30,2017-06-30 06:57:54,,2017-07-03 00:00:00,2017-06-30 06:47:44,26,Good,8
10171,8a858f09583f9d20015840275cdc22b4,301784367,3,2016-12-30 14:07:21,2016-12-30 13:07:11,20000.0,21900.0,15,2017-01-30 08:36:56,,2017-01-16 00:00:00,2017-01-30 08:21:47,30,Bad,8
10172,8a858f385b34d285015b3852d40b417c,301854281,1,2017-04-04 10:54:55,2017-04-04 09:54:43,10000.0,13000.0,30,2017-05-11 20:09:13,,2017-05-04 00:00:00,2017-05-11 19:54:05,37,Bad,3
10173,8a858fda5c3b0f1c015c3f6b81446038,301918120,1,2017-05-25 14:26:55,2017-05-25 13:25:47,10000.0,11500.0,15,2017-06-09 08:29:27,,2017-06-12 00:00:00,2017-06-09 08:19:18,14,Good,3
10174,8a85882653d0bb500153d632dca50043,301769415,4,2016-12-05 12:36:56,2016-12-05 10:43:27,20000.0,23600.0,30,2017-01-08 18:11:54,,2017-01-04 00:00:00,2017-01-08 17:56:46,34,Bad,10
10175,8a85882653d0bb500153d632dca50043,301789948,5,2017-01-09 11:46:15,2017-01-09 10:46:05,20000.0,23800.0,30,2017-02-03 09:43:55,,2017-02-08 00:00:00,2017-02-03 09:28:46,24,Good,10
10176,8a85882653d0bb500153d632dca50043,301615587,2,2016-04-29 17:08:51,2016-04-29 16:08:45,10000.0,13000.0,30,2016-06-07 08:23:19,,2016-05-30 00:00:00,2016-06-07 08:22:56,38,Bad,10
10177,8a8588f754a058cb0154b405217f1d65,301752250,7,2016-10-31 11:28:23,2016-10-31 10:28:14,30000.0,34500.0,30,2016-11-29 17:45:38,,2016-11-30 00:00:00,2016-11-29 17:30:29,29,Good,14
10178,8a8588f754a058cb0154b405217f1d65,301828669,10,2017-03-01 06:14:54,2017-03-01 05:14:47,20000.0,23600.0,30,2017-03-27 09:18:49,,2017-03-31 00:00:00,2017-03-27 09:03:39,26,Good,14
10179,8a8588f754a058cb0154b405217f1d65,301917318,13,2017-05-24 14:57:33,2017-05-24 13:57:26,30000.0,33000.0,30,2017-06-25 07:46:49,,2017-06-23 00:00:00,2017-06-25 07:36:41,31,Bad,14
10180,8a85893d53f104eb0154012858000b78,301762374,6,2016-11-21 11:13:57,2016-11-21 10:13:47,30000.0,34400.0,30,2016-12-13 10:18:13,,2016-12-21 00:00:00,2016-12-13 10:03:04,21,Good,13
10181,8a85893d53f104eb0154012858000b78,301609717,1,2016-04-10 18:34:08,2016-04-10 17:34:02,10000.0,13000.0,30,2016-05-07 00:02:01,,2016-05-10 00:00:00,2016-05-06 17:53:53,26,Good,13
10182,8a85893d53f104eb0154012858000b78,301743988,4,2016-10-14 12:12:40,2016-10-14 11:12:32,20000.0,24500.0,30,2016-11-10 12:58:52,,2016-11-14 00:00:00,2016-11-10 12:43:40,27,Good,13
10183,8a85896653e0641c0153e12519674d02,301718745,6,2016-09-17 11:59:54,2016-09-17 10:59:43,20000.0,24500.0,30,2016-10-12 10:06:03,,2016-10-17 00:00:00,2016-10-12 09:50:54,24,Good,9
10184,8a85896653e0641c0153e12519674d02,301750369,7,2016-10-27 07:20:20,2016-10-27 06:20:10,20000.0,22250.0,15,2016-11-11 13:49:03,,2016-11-11 00:00:00,2016-11-11 13:33:53,15,Good,9
10185,8a85896653e0641c0153e12519674d02,301611982,2,2016-04-18 08:58:54,2016-04-18 07:58:49,10000.0,11500.0,15,2016-04-30 00:03:45,,2016-05-03 00:00:00,2016-04-29 23:15:04,11,Good,9
10186,8a858e0156b782a10156c19772015fcd,301854128,6,2017-04-04 08:46:45,2017-04-04 07:46:38,20000.0,23800.0,30,2017-05-04 04:26:01,,2017-05-04 00:00:00,2017-05-04 04:10:52,29,Good,8
10187,8a858e0156b782a10156c19772015fcd,301811761,3,2017-02-07 12:34:55,2017-02-07 11:34:48,10000.0,11500.0,15,2017-02-07 15:05:21,,2017-02-22 00:00:00,2017-02-07 14:50:05,0,Good,8
10188,8a858e045cd5b1d6015ce3fef2ef0ee4,301952194,1,2017-06-26 11:56:32,2017-06-26 10:55:23,10000.0,13000.0,30,2017-07-01 22:26:48,,2017-07-26 00:00:00,2017-07-01 22:16:39,5,Good,1
10189,8a858e1158dc4d8301590729328d2857,301933480,9,2017-06-10 07:47:53,2017-06-10 06:47:47,30000.0,34500.0,30,2017-07-08 03:55:44,,2017-07-10 00:00:00,2017-07-07 11:15:37,27,Good,9
10190,8a858e1158dc4d8301590729328d2857,301855930,5,2017-04-05 09:42:30,2017-04-05 08:42:23,20000.0,21900.0,15,2017-04-15 15:38:04,,2017-04-20 00:00:00,2017-04-15 15:22:55,10,Good,9
10191,8a858e215ca77c7f015cab19f5c92961,301941577,1,2017-06-16 23:08:55,2017-06-16 22:07:44,10000.0,13000.0,30,2017-07-19 20:16:45,,2017-07-17 00:00:00,2017-07-19 20:06:37,32,Bad,1
10192,8a858e3957d7ca4e0157dc950b836316,301943182,9,2017-06-19 07:14:28,2017-06-19 06:13:21,30000.0,34500.0,30,2017-07-18 23:45:50,,2017-07-19 00:00:00,2017-07-18 23:35:40,29,Good,9
10193,8a858e3957d7ca4e0157dc950b836316,301871616,7,2017-04-18 04:42:25,2017-04-18 03:42:18,20000.0,21900.0,15,2017-05-03 06:35:49,,2017-05-03 00:00:00,2017-05-03 06:20:41,15,Good,9
10194,8a858e415c20f3f8015c2107ff010c56,301913595,1,2017-05-19 15:22:27,2017-05-19 14:21:18,10000.0,13000.0,30,2017-06-06 15:17:17,,2017-06-19 00:00:00,2017-06-06 15:07:07,17,Good,2
10195,8a858e9b560bbd63015611d6c90f0f5f,301683602,1,2016-08-16 17:53:12,2016-08-16 16:53:02,10000.0,13000.0,30,2016-09-02 18:02:06,,2016-09-15 00:00:00,2016-09-02 17:47:01,17,Good,7
10196,8a858e9b560bbd63015611d6c90f0f5f,301927989,7,2017-06-05 17:54:01,2017-06-05 16:53:54,10000.0,13000.0,30,2017-06-30 08:35:46,,2017-07-05 00:00:00,2017-06-30 08:25:38,24,Good,7
10197,8a858eb45876dcc501587dae11f2283e,301923022,5,2017-05-31 15:13:44,2017-05-31 14:13:30,20000.0,22250.0,15,2017-06-05 08:37:20,,2017-06-15 00:00:00,2017-06-05 08:27:11,4,Good,6
10198,8a858eb45876dcc501587dae11f2283e,301772620,2,2016-12-12 16:33:30,2016-12-12 15:33:20,10000.0,13000.0,30,2017-01-11 16:13:57,,2017-01-11 00:00:00,2017-01-11 15:58:43,29,Good,6
10199,8a858ec55b441639015b472039ea4a22,301889874,2,2017-05-04 16:48:29,2017-05-04 15:48:22,10000.0,13000.0,30,2017-06-02 14:56:27,,2017-06-05 00:00:00,2017-06-02 14:46:18,28,Good,3
10200,8a858edc554f009d01554ff6eb224b42,301804476,8,2017-01-27 20:00:47,2017-01-27 19:00:41,30000.0,34400.0,30,2017-02-28 00:12:00,,2017-02-27 00:00:00,2017-02-27 23:57:38,31,Bad,12
10201,8a858edc554f009d01554ff6eb224b42,301924178,12,2017-06-01 17:33:27,2017-06-01 16:33:21,40000.0,44000.0,30,2017-07-03 19:52:49,,2017-07-03 00:00:00,2017-07-03 19:42:40,32,Bad,12
10202,8a858edc554f009d01554ff6eb224b42,301781923,7,2016-12-27 00:19:56,2016-12-26 23:19:45,30000.0,34400.0,30,2017-01-26 20:11:04,,2017-01-26 00:00:00,2017-01-26 19:55:55,30,Good,12
10203,8a858ee755a0c84a0155b50a08352311,301769340,4,2016-12-05 12:42:01,2016-12-05 06:36:33,20000.0,23800.0,30,2017-01-05 18:56:57,,2017-01-04 00:00:00,2017-01-05 18:41:47,31,Bad,9
10204,8a858ee755a0c84a0155b50a08352311,301884605,9,2017-04-29 17:41:23,2017-04-29 16:41:16,30000.0,36800.0,60,2017-07-05 09:43:47,,2017-05-30 00:00:00,2017-06-02 19:12:26,66,Bad,9
10205,8a858ee755a0c84a0155b50a08352311,301763114,3,2016-11-22 15:45:02,2016-11-22 14:44:52,10000.0,11500.0,15,2016-11-30 21:28:03,,2016-12-07 00:00:00,2016-11-30 21:12:54,8,Good,9
10206,8a858f0456511c9401565c13d32936fb,301740496,5,2016-10-09 19:22:51,2016-10-09 18:22:40,20000.0,24500.0,30,2016-11-08 00:44:40,,2016-11-08 00:00:00,2016-11-08 00:17:07,29,Good,12
10207,8a858f0456511c9401565c13d32936fb,301757514,6,2016-11-10 21:09:04,2016-11-10 20:08:49,30000.0,34500.0,30,2016-12-13 00:46:45,,2016-12-13 00:00:00,2016-12-13 00:16:33,32,Bad,12
10208,8a858f0456511c9401565c13d32936fb,301774816,7,2016-12-15 20:14:16,2016-12-15 19:14:06,30000.0,34400.0,30,2017-01-17 11:13:09,,2017-01-16 00:00:00,2017-01-17 10:58:00,32,Bad,12
10209,8a858f1c5ca1e2f9015ca231612f359e,301937580,1,2017-06-13 18:26:56,2017-06-13 17:25:48,10000.0,11500.0,30,2017-06-23 15:40:41,,2017-07-03 00:00:00,2017-06-23 15:30:32,9,Good,2
10210,8a858f335c8d9723015c9cef3ef85af2,301936273,1,2017-06-12 16:53:43,2017-06-12 15:52:35,10000.0,13000.0,30,2017-07-03 18:55:59,,2017-07-13 00:00:00,2017-07-03 18:45:51,21,Good,1
10211,8a858f3e5885ffa30158928cad6501c6,301895649,8,2017-05-08 14:55:44,2017-05-08 13:55:36,10000.0,13000.0,30,2017-06-08 16:30:30,,2017-06-07 00:00:00,2017-06-08 16:20:22,31,Bad,9
10212,8a858f3e5885ffa30158928cad6501c6,301817056,5,2017-02-14 16:59:40,2017-02-14 15:59:34,10000.0,13000.0,30,2017-03-08 13:43:29,,2017-03-16 00:00:00,2017-03-08 13:28:14,21,Good,9
10213,8a858f585a6bfa1d015a6f8b2d582fb9,301825500,1,2017-02-24 11:15:11,2017-02-24 10:15:01,10000.0,11500.0,15,2017-03-12 09:42:39,,2017-03-13 00:00:00,2017-03-12 09:27:28,15,Good,5
10214,8a858f5d5963fbb701597473936c208a,301863138,3,2017-04-10 17:04:47,2017-04-10 16:04:37,10000.0,13000.0,30,2017-05-09 14:00:08,,2017-05-10 00:00:00,2017-05-09 13:44:59,28,Good,5
10215,8a858f5d5963fbb701597473936c208a,301934929,5,2017-06-11 15:53:30,2017-06-11 14:53:23,20000.0,24500.0,30,2017-07-10 17:57:11,,2017-07-11 00:00:00,2017-07-10 17:47:02,29,Good,5
10216,8a858f725b49c0c0015b4efd41913c0f,301937438,3,2017-06-13 16:18:04,2017-06-13 15:17:57,10000.0,13000.0,30,2017-07-27 20:43:10,,2017-07-13 00:00:00,2017-07-27 20:33:01,44,Bad,3
10217,8a858f7958b0a4a80158b261fd354f17,301786735,2,2017-01-04 06:58:07,2017-01-04 05:00:27,10000.0,13000.0,30,2017-02-02 08:37:50,,2017-02-03 00:00:00,2017-02-02 08:22:40,29,Good,6
10218,8a858f7e564ad33801565a5614763e6a,301809183,6,2017-02-03 11:51:37,2017-02-03 10:51:30,30000.0,34100.0,30,2017-03-03 18:42:55,,2017-03-06 00:00:00,2017-03-03 18:27:44,28,Good,10
10219,8a858f7e564ad33801565a5614763e6a,301740650,2,2016-10-10 05:41:53,2016-10-10 04:41:43,10000.0,13000.0,30,2016-11-07 14:29:03,,2016-11-09 00:00:00,2016-11-07 14:13:54,28,Good,10
10220,8a858f7e564ad33801565a5614763e6a,301787693,5,2017-01-05 13:40:55,2017-01-05 12:40:41,30000.0,34400.0,30,2017-02-03 10:19:55,,2017-02-06 00:00:00,2017-02-03 10:04:45,28,Good,10
10221,8a858f98560bbe110156170e27073502,301813278,1,2017-02-09 09:09:20,2017-02-09 08:09:07,10000.0,13000.0,30,2017-03-10 18:21:32,,2017-03-13 00:00:00,2017-03-10 18:06:23,29,Good,6
10222,8a858f98560bbe110156170e27073502,301936095,6,2017-06-12 14:59:50,2017-06-12 13:59:43,20000.0,24500.0,30,2017-07-08 10:45:41,,2017-07-12 00:00:00,2017-07-08 10:35:32,25,Good,6
10223,8a858fa15b3443a1015b3460fbef252e,301908505,2,2017-05-15 20:32:20,2017-05-15 19:32:14,10000.0,13000.0,30,2017-06-08 15:28:43,,2017-06-14 00:00:00,2017-06-08 15:18:34,23,Good,2
10224,8a858fa5552add5d01554935cd6633ac,301800450,5,2017-01-24 09:32:59,2017-01-24 08:32:52,20000.0,23800.0,30,2017-02-22 21:53:32,,2017-02-23 00:00:00,2017-02-22 21:38:21,29,Good,8
10225,8a858fa5552add5d01554935cd6633ac,301756296,3,2016-11-08 18:50:34,2016-11-08 17:50:19,15000.0,16687.5,15,2016-11-09 13:54:45,,2016-11-23 00:00:00,2016-11-09 13:39:35,0,Good,8
10226,8a858fbd59acee6a0159adcc397f059a,301879543,5,2017-04-25 08:21:14,2017-04-25 07:20:58,30000.0,36800.0,60,2017-06-16 21:34:57,,2017-05-25 00:00:00,2017-05-20 09:22:52,52,Good,6
10227,8a858fbd59acee6a0159adcc397f059a,301952938,6,2017-06-27 05:16:59,2017-06-27 04:16:52,30000.0,34500.0,30,2017-07-19 06:09:12,,2017-07-27 00:00:00,2017-07-19 05:59:02,22,Good,6
10228,8a858fcd56b9f22c0156c5b280650d11,301802802,6,2017-01-26 12:51:52,2017-01-26 11:51:44,30000.0,34400.0,30,2017-02-24 08:37:50,,2017-02-27 00:00:00,2017-02-24 08:22:40,28,Good,11
10229,8a858fcd56b9f22c0156c5b280650d11,301783084,5,2016-12-28 20:00:59,2016-12-28 19:00:49,20000.0,23600.0,30,2017-01-26 10:52:59,,2017-01-27 00:00:00,2017-01-26 10:37:50,28,Good,11
10230,8a858fd3552c756201553f187a62138c,301631568,1,2016-06-12 12:30:56,2016-06-12 11:30:49,10000.0,11500.0,15,2016-06-27 15:46:49,,2016-06-27 00:00:00,2016-06-27 15:31:45,15,Good,10
10231,8a858fd3552c756201553f187a62138c,301814553,7,2017-02-10 20:25:17,2017-02-10 19:25:10,30000.0,36800.0,60,2017-03-21 09:15:49,,2017-03-13 00:00:00,2017-03-20 00:00:00,38,Good,10
10232,8a858fd3552c756201553f187a62138c,301790476,6,2017-01-10 01:15:57,2017-01-10 00:15:42,30000.0,36800.0,60,2017-02-07 20:19:26,,2017-02-09 00:00:00,2017-02-07 20:04:16,28,Good,10
10233,8a858fe25b8c4e5c015b8f61faf34239,301916083,2,2017-05-23 09:04:12,2017-05-23 08:04:05,10000.0,11500.0,15,2017-06-07 10:37:33,8a858fa75b5c94ed015b5ca7267d13f2,2017-06-07 00:00:00,2017-06-07 10:27:24,15,Good,3
10234,8a858fe758dc437a0158eb12515362d4,301956690,4,2017-06-29 18:24:51,2017-06-29 17:24:44,20000.0,24500.0,30,2017-07-20 21:15:47,,2017-07-31 00:00:00,2017-07-20 21:05:38,21,Good,4
10235,8a858ff455a09f5a0155ba378c9b10bc,301709342,3,2016-09-08 11:58:45,2016-09-08 10:58:38,20000.0,24500.0,30,2016-10-10 20:07:38,,2016-10-10 00:00:00,2016-10-10 19:52:28,32,Bad,6
10236,8a858ff455a09f5a0155ba378c9b10bc,301742190,4,2016-10-12 06:36:33,2016-10-12 05:36:18,20000.0,24500.0,30,2016-11-11 00:58:40,,2016-11-11 00:00:00,2016-11-11 00:24:30,29,Good,6
10237,8a858899538ddb8e0153a2b555421fc5,301714167,6,2016-09-14 09:00:00,2016-09-14 07:59:47,15000.0,18375.0,30,2016-10-10 09:48:56,,2016-10-14 00:00:00,2016-10-10 09:33:47,26,Good,13
10238,8a858899538ddb8e0153a2b555421fc5,301673910,5,2016-08-08 20:45:15,2016-08-08 19:45:01,20000.0,24500.0,30,2016-09-10 23:12:20,,2016-09-07 00:00:00,2016-09-06 00:00:00,33,Bad,13
10239,8a858899538ddb8e0153a2b555421fc5,301749552,7,2016-10-25 13:32:15,2016-10-25 12:32:05,20000.0,23000.0,30,2016-10-26 10:06:17,,2016-11-24 00:00:00,2016-10-26 09:51:06,0,Good,13
